IDX,GR,MAB,MORF,CAT
40014006003,αγομενων,60,Verbo/Pre-Pas-Par-GA-Pl-Nt,sent guiats/conduïts
40014006006,ωρχησατο,3192,Verbo/A-MedDep-Ind-3-Sn,va dansar
40014006010,ηρωδιαδος,N206,Sust/GA-Sn-Fn,(d’) Herodies
40014006013,μεσω,2824,Adj/LID-Sn-Nt,(en/amb/per/a) al mig
40014006015,ηρεσεν,637,Verbo/A-Act-Ind-3-Sn,va agradar
40014006017,ηρωδη,N204,Sust/LID-Sn-Ms,(a/amb/per a/a) Herodes
40014007001,οθεν,3061,Adv,del qual
40014007003,ορκου,3181,Sust/GA-Sn-Ms,(de) jurament
40014007004,ωμολογησεν,3128,Verbo/A-Act-Ind-3-Sn,va declarar obertament
40014007006,δουναι,1174,Verbo/A2-Act-Inf,donar
40014007009,αιτησηται,130,Verbo/A-Med-Sub-3-Sn,demani/sol·liciti
40014008003,προβιβασθεισα,3688,Verbo/A-Pas-Par-N-Sn-Fn,havent estat instigada
40014008010,φησιν,4630,Verbo/Pre-Act-Ind-3-Sn,diu/està dient
40014008013,πινακι,3534,Sust/LID-Sn-Ms,(en/amb/per a/a) plat
40014009002,ελυπηθη,2721,Verbo/A-Pas-Ind-3-Sn,va ser entristit
40014009011,συνανακειμενους,4211,Verbo/Pre-MedPasDep-Par-Ac-Pl-Ms,recolzats/reclinats juntament amb
40014009013,δοθηναι,1174,Verbo/A-Pas-Inf,ser donat/lliurat
40014010003,απεκεφαλισεν,557,Verbo/A-Act-Ind-3-Sn,va decapitar
40014011002,ηνεχθη,4627,Verbo/A-Pas-Ind-3-Sn,va ser portada/portada
40014011004,κεφαλη,2465,Sust/N-Sn-Fn,cap
40014011009,εδοθη,1174,Verbo/A-Pas-Ind-3-Sn,va ser donat
40014011011,κορασιω,2557,Sust/LID-Sn-Nt,(en/amb/per a/a) joveneta
40014011013,ηνεγκεν,4627,Verbo/A-Act-Ind-3-Sn,va portar
40014011015,μητρι,2885,Sust/LID-Sn-Fn,(en/amb/per a/a) mare
40014012006,ηραν,119,Verbo/A-Act-Ind-3-Pl,van aixecar/alçar
40014012010,εθαψαν,2062,Verbo/A-Act-Ind-3-Pl,van sepultar
40014013010,ερημον,1862,Adj/Ac-Sn-Ms,desert
40014013011,τοπον,4428,Sust/Ac-Sn-Ms,lloc
40014013013,ιδιαν,2153,Adj/Ac-Sn-Fn,propi (privat)
40014013020,πεζη,3423,Adv,a peu
40014013023,πολεων,3608,Sust/GA-Pl-Fn,(de) ciutats
40014014006,πολυν,3619,Adj/Ac-Sn-Ms,molta
40014014015,αρρωστους,662,Adj/Ac-Pl-Ms,febles/(malalts)
40014015010,ερημος,1862,Adj/N-Sn-Ms,desert
40014015013,τοπος,4428,Sust/N-Sn-Ms,lloc
40014015016,ωρα,4860,Sust/N-Sn-Fn,hora
40014015018,παρηλθεν,3379,Verbo/A2-Act-Ind-3-Sn,va passar
40014015019,απολυσον,576,Verbo/A-Act-Imp-2-Sn,despatxa/acomiada
40014015027,αγορασωσιν,50,Verbo/A-Act-Sub-3-Pl,comprin
40014015028,εαυτοις,1287,Pro-Ref/3-LID-Pl-Ms,(en/amb/per/a) ells mateixos
40014015029,βρωματα,914,Sust/Ac-Pl-Nt,aliments/(provisions)
40014017010,πεντε,3446,Adj/N-Ind,cinc
40014017014,ιχθυας,2204,Sust/Ac-Pl-Ms,peixos
40014018004,φερετε,4627,Verbo/Pre-Act-Imp-2-Pl,porteu/estigueu portant
40014019002,κελευσας,2443,Verbo/A-Act-Par-N-Sn-Ms,havent manat
40014019005,ανακλιθηναι,313,Verbo/A-Pas-Inf,recolzar/reclinar
40014019008,χορτους,4785,Sust/Ac-Pl-Ms,herbes
40014019009,λαβων,2648,Verbo/A2-Act-Par-N-Sn-Ms,prenent/havent pres
40014019017,αναβλεψας,273,Verbo/A-Act-Par-N-Sn-Ms,havent aixecat la vista
40014019020,ουρανον,3227,Sust/Ac-Sn-Ms,cel
40014019021,ευλογησεν,1931,Verbo/A-Act-Ind-3-Sn,va beneir / (va parlar bé)
40014019023,κλασας,2490,Verbo/A-Act-Par-N-Sn-Ms,havent trencat/partit
40014020002,εφαγον,4605,Verbo/A2-Act-Ind-3-Pl,van menjar
40014020005,εχορτασθησαν,4783,Verbo/A-Pas-Ind-3-Pl,van ser saciats/omplerts
40014020009,περισσευον,3495,Verbo/Pre-Act-Par-Ac-Sn-Nt,excedint/(sobrant)
40014020011,κλασματων,2488,Sust/GA-Pl-Nt,(de) trossos
40014020013,κοφινους,2570,Sust/Ac-Pl-Ms,canastres/cistells
40014020014,πληρεις,3570,Adj/Ac-Pl-Ms,plenes
40014021003,εσθιοντες,1877,Verbo/Pre-Act-Par-N-Pl-Ms,menjant
40014021007,πεντακισχιλιοι,3444,Adj/N-Pl-Ms,cinc mil
40014021011,παιδιων,3267,Sust/GA-Pl-Nt,(de) nens/xicalla
40014022003,ηναγκασεν,281,Verbo/A-Act-Ind-3-Sn,va col·locar/posar sota necessitat
40014022008,εμβηναι,1510,Verbo/A2-Act-Inf,haver posat el peu
40014022013,προαγειν,3678,Verbo/Pre-Act-Inf,anar davant
40014022020,απολυση,576,Verbo/A-Act-Sub-3-Sn,despatxi/acomiadi
40014023002,απολυσας,576,Verbo/A-Act-Par-N-Sn-Ms,havent despatxat
40014023011,προσευξασθαι,3758,Verbo/A-MedDep-Inf,a pregar
40014023015,μονος,2930,Adj/N-Sn-Ms,solsament
40014024008,ην,1349,Verbo/I-Act-Ind-3-Sn,estava
40014024009,βασανιζομενον,827,Verbo/Pre-Pas-Par-NSN,sent turmentada
40014024015,εναντιος,1548,Adj/N-Sn-Ms,oposat/contradictor
40014024017,ανεμος,381,Sust/N-Sn-Ms,vent
40014025001,τεταρτη,4383,Adj/LID-Sn-Fn,(en/amb/per a/a) quarta
40014025002,δε,1016,Conj,però/(i)/(no obstant això)/(per altra banda)
40014025011,περιπατων,3486,Verbo/Pre-Act-Par-N-Sn-Ms,caminant/caminant al voltant
40014026009,περιπατουντα,3486,Verbo/Pre-Act-Par-Ac-Sn-Ms,caminant/caminant al voltant
40014026010,εταραχθησαν,4341,Verbo/A-Pas-Ind-3-Pl,van ser torbats
40014026013,φαντασμα,4615,Sust/N-Sn-Nt,aparició/fantasma
40014026018,φοβου,4675,Sust/GA-Sn-Ms,(de) temor
40014027008,θαρσειτε,2064,Verbo/Pre-Act-Imp-2-Pl,animeu-vos
40014028011,κελευσον,2443,Verbo/A-Act-Imp-2-Sn,mana
40014028018,υδατα,4498,Sust/Ac-Pl-Nt,aigües
40014029004,ελθε,1874,Verbo/A2-Act-Imp-2-Sn,vine
40014029006,καταβας,2287,Verbo/A2-Act-Par-N-Sn-Ms,havent baixat/posat (el peu) cap avall
40014029009,πλοιου,3579,Sust/GA-Sn-Nt,(de) barca
40014029012,περιεπατησεν,3486,Verbo/A-Act-Ind-3-Sn,va caminar al voltant
40014030004,ανεμον,381,Sust/Ac-Sn-Ms,vent
40014030008,αρξαμενος,682,Verbo/A-Med-Par-N-Sn-Ms,havent començat
40014030009,καταποντιζεσθαι,2361,Verbo/Pre-Pas-Inf,ser enfonsat
40014030010,εκραξεν,2572,Verbo/A-Act-Ind-3-Sn,va clamar a crits
40014031008,επελαβετο,1765,Verbo/A2-MedDep-Ind-3-Sn,va prendre/prenent
40014031013,ολιγοπιστε,3098,Adj/V-Sn-Ms,de poca fe/(confiança)
40014031016,εδιστασας,1214,Verbo/A-Act-Ind-2-Sn,vas vacil·lar?
40014032002,εμβαντων,1510,Verbo/A2-Act-Par-GA-Pl-Ms,havent entrat/posat (el peu) a
40014032007,εκοπασεν,2548,Verbo/A-Act-Ind-3-Sn,cessar
40014033010,αληθως,197,Adv,veritablement/en veritat/realment
40014034002,διαπερασαντες,1126,Verbo/A-Act-Par-N-Pl-Ms,havent creuat a través
40014034007,γεννησαρετ,N125,Sust/Pro-Ind,Genesaret
40014035002,επιγνοντες,1737,Verbo/A2-Act-Par-N-Pl-Ms,havent reconegut
40014035007,τοπου,4428,Sust/GA-Sn-Ms,(de) lloc
40014035009,απεστειλαν,593,Verbo/A-Act-Ind-3-Pl,van enviar (amb apòstols/emissaris)
40014035013,περιχωρον,3508,Adj/Ac-Sn-Fn,regió del voltant/contorn
40014036006,αψωνται,623,Verbo/A-Med-Sub-3-Pl,toquin
40014036013,οσοι,3199,Pro-Cor/N-Pl-Ms,tants com/quants/tantes com
40014036014,ηψαντο,623,Verbo/A-MedDep-Ind-3-Pl,van tocar
40014036015,διεσωθησαν,1145,Verbo/A-Pas-Ind-3-Pl,van ser salvats
40015002006,παραβαινουσιν,3296,Verbo/Pre-Act-Ind-3-Pl,trenquen
40015002008,παραδοσιν,3312,Sust/Ac-Sn-Fn,instruccions/tradicions
40015002010,πρεσβυτερων,3671,Adj/GA-Pl-Ms-Comp,ancians/preveres?
40015002013,νιπτονται,2998,Verbo/Pre-Med-Ind-3-Pl,es renten/estan rentant
40015002015,χειρας,4757,Sust/Ac-Pl-Fn,mans
40015002019,εσθιωσιν,1877,Verbo/Pre-Act-Sub-3-Pl,mengin/estiguin menjant
40015003010,παραβαινετε,3296,Verbo/Pre-Act-Ind-2-Pl,trenqueu
40015003012,εντολην,1607,Sust/Ac-Sn-Fn,manament/ordre
40015004004,ενετειλατο,1603,Verbo/A-MedDep-Ind-3-Sn,va manar
40015004006,τιμα,4406,Verbo/Pre-Act-Imp-2-Sn,honra/estas honrant
40015004014,κακολογων,2249,Verbo/Pre-Act-Par-N-Sn-Ms,maleint
40015004018,θανατω,2060,Sust/LID-Sn-Ms,(en/amb/per a/a) mort
40015004019,τελευτατω,4369,Verbo/Pre-Act-Imp-3-Sn,finalitzi/estigui finalitzant/morint
40015005003,λεγετε,2663,Verbo/Pre-Act-Ind-2-Pl,diueu/esteu dient
40015005012,δωρον,1283,Sust/N-Sn-Nt,do
40015005017,ωφεληθης,4873,Verbo/A-Pas-Sub-2-Sn,siguis beneficiat
40015005021,τιμηση,4406,Verbo/A-Act-Sub-3-Sn,honor
40015006002,ηκυρωσατε,178,Verbo/A-Act-Ind-2-Pl,van invalidar
40015007001,υποκριται,4564,Sust/V-Pl-Ms,hipòcrites
40015007003,προεφητευσεν,3816,Verbo/A-Act-Ind-3-Sn,va parlar com a profeta/portaveu/intèrpret
40015007006,ησαιας,N208,Sust/N-Sn-Ms,Isaïes
40015008001,εγγιζει,1294,Verbo/Pre-Act-Ind-3-Sn,està apropant
40015008007,στοματι,4088,Sust/LID-Sn-Nt,(en/amb/per a/a) boca/rostre/cara
40015008010,τοις,3044,Art-Def/LID-Pl-Nt,(en/amb/per a/a) los/les
40015008011,χειλεσιν,4753,Sust/LID-Pl-Nt,(en/amb/per a/a) llavis
40015008013,τιμα,4406,Verbo/Pre-Act-Ind-3-Sn,està honrant
40015008018,πορρω,3636,Adv,lluny
40015008019,απεχει,518,Verbo/Pre-Act-Ind-3-Sn,té/està tenint lluny
40015009001,ματην,2779,Adv,en va/vament (debades)
40015009003,σεβονται,3941,Verbo/Pre-MedPasDep-Ind-3-Pl,reverencien/estan rendint culte
40015009005,διδασκοντες,1171,Verbo/Pre-Act-Par-N-Pl-Ms,ensenyant
40015009006,διδασκαλιας,1169,Sust/Ac-Pl-Fn,ensenyaments/instruccions
40015009007,ενταλματα,1600,Sust/Ac-Pl-Nt,manaments/ordres
40015010007,ακουετε,163,Verbo/Pre-Act-Imp-2-Pl,escolteu/sentiu
40015010009,συνιετε,4256,Verbo/Pre-Act-Imp-2-Pl,comprengueu
40015011003,εισερχομενον,1363,Verbo/Pre-MedPasDep-Par-N-Sn-Nt,entrant
40015011007,κοινοι,2521,Verbo/Pre-Act-Ind-3-Sn,fa/està fent comú
40015011012,εκπορευομενον,1448,Verbo/Pre-MedPasDep-Par-N-Sn-Nt,sortint
40015012008,οιδας,3064,Verbo/Per-Act-Ind-2-Sn,has sabut
40015012015,εσκανδαλισθησαν,3976,Verbo/A-Pas-Ind-3-Pl,van ensopegar/van ser ensopegats?
40015013006,φυτεια,4717,Sust/N-Sn-Fn,planta
40015013009,εφυτευσεν,4718,Verbo/A-Act-Ind-3-Sn,va plantar
40015013015,εκριζωθησεται,1451,Verbo/F-Pas-Ind-3-Sn,serà arrencada
40015014003,οδηγοι,3052,Sust/N-Pl-Ms,guies
40015014006,τυφλων,4480,Adj/GA-Pl-Ms,(de) cecs
40015014011,οδηγη,3051,Verbo/Pre-Act-Sub-3-Sn,guiï/estigui conduint
40015014015,πεσουνται,3538,Verbo/F-MedPasDep-Ind-3-Pl,cauran
40015015011,ταυτην,3231,Pro-Dem/Ac-Sn-Fn,aquesta
40015016005,ακμην,160,Sust/Ac-Sn-Fn,encara
40015016008,ασυνετοι,719,Adj/N-Pl-Ms,sense comprensió
40015016009,εστε,1349,Verbo/Pre-Act-Ind-2-Pl,sou/esteu sent?
40015017001,ουπω,3223,,encara no
40015017002,νοειτε,2999,Verbo/Pre-Act-Ind-2-Pl,enteneu
40015017006,εισπορευομενον,1367,Verbo/Pre-MedPasDep-Par-N-Sn-Nt,entrant/ingressant
40015017012,κοιλιαν,2517,Sust/Ac-Sn-Fn,cavitat/ventre
40015017013,χωρει,4816,Verbo/Pre-Act-Ind-3-Sn,està fent lloc
40015017016,αφεδρωνα,772,Sust/Ac-Sn-Ms,claveguera
40015017017,εκβαλλεται,1384,Verbo/Pre-Pas-Ind-3-Sn,és/està sent tirat cap enfora?
40015018003,εκπορευομενα,1448,Verbo/Pre-MedPasDep-Par-N-Pl-Nt,estant sortint
40015018006,στοματος,4088,Sust/GA-Sn-Nt,(de) boca/rostre/cara
40015018010,εξερχεται,1650,Verbo/Pre-MedPasDep-Ind-3-Sn,està sortint
40015018011,κακεινα,2246,Pro-Dem/N-Pl-Nt-Cont+kai,i aquelles (coses)
40015019005,εξερχονται,1650,Verbo/Pre-MedPasDep-Ind-3-Pl,surten
40015019006,διαλογισμοι,1111,Sust/N-Pl-Ms,raonaments
40015019008,φονοι,4679,Sust/N-Pl-Ms,homicidis/assassinats
40015019009,μοιχειαι,2921,Sust/N-Pl-Fn,adulteris
40015019010,πορνειαι,3632,Sust/N-Pl-Fn,fornicacions/immoralitats sexuals
40015019011,κλοπαι,2512,Sust/N-Pl-Fn,furts/robatoris
40015019012,ψευδομαρτυριαι,4830,Sust/N-Pl-Fn,falsos testimonis
40015019013,βλασφημιαι,873,Sust/N-Pl-Fn,blasfèmies/injúries
40015020004,κοινουντα,2521,Verbo/Pre-Act-Par-N-Pl-Nt,fent comú
40015020009,ανιπτοις,411,Adj/LID-Pl-Fn,(en/amb/per a/a) sense rentar
40015020010,χερσιν,4757,Sust/LID-Pl-Fn,(en/amb/per a/a) mans
40015021010,τυρου,N539,Sust/GA-Sn-Fn,(de) Tir
40015021012,σιδωνος,3962,Sust/GA-Sn-Fn,(de) Sidó
40015022004,χαναναια,N566,Adj/N-Sn-Fn,cananea
40015022008,εκεινων,1403,Pro-Dem/GA-Pl-Nt,(d’) aquells
40015022009,εξελθουσα,1650,Verbo/A2-Act-Par-N-Sn-Fn,havent sortit
40015022010,εκραυγασεν,2581,Verbo/A-Act-Ind-3-Sn,va alçar veu
40015022022,δαιμονιζεται,1000,Verbo/Pre-MedPasDep-Ind-3-Sn,és/està sent posseïda per dimoni
40015023004,απεκριθη,561,Verbo/A-MedDep-Ind-3-Sn,va respondre
40015023008,προσελθοντες,3756,Verbo/A2-Act-Par-N-Pl-Ms,va venir/havent vingut cap a (ell)
40015023012,ηρωτων,1875,Verbo/I-Act-Ind-3-Pl,demanaven/estaven demanant
40015023018,κραζει,2572,Verbo/Pre-Act-Ind-3-Sn,està clamant a crits
40015024006,απεσταλην,593,Verbo/A2-Pas-Ind-1-Sn,vaig ser enviat com a apòstol/emissari
40015025003,ελθουσα,1874,Verbo/A2-Act-Par-N-Sn-Fn,venint/havent vingut
40015025004,προσεκυνησεν,3775,Verbo/A-Act-Ind-3-Sn,va fer reverència/(adorar)
40015025008,βοηθει,881,Verbo/Pre-Act-Imp-2-Sn,ajuda/estigues ajudant
40015026007,καλον,2266,Adj/N-Sn-Nt,convenient/apropiat
40015026014,βαλειν,815,Verbo/A2-Act-Inf,llançar
40015026016,κυναριοις,2625,Sust/LID-Pl-Nt,(en/amb/per a/a) gossets
40015027009,κυναρια,2625,Sust/N-Pl-Nt,gossets
40015027013,ψιχιων,4843,Sust/GA-Pl-Nt,(d’) engrunetes
40015027015,πιπτοντων,3538,Verbo/Pre-Act-Par-GA-Pl-Nt,caient
40015027018,τραπεζης,4434,Sust/GA-Sn-Fn,(de) taula
40015027020,κυριων,2630,Sust/GA-Pl-Ms,(d’)amos/sobirans
40015028007,ω,4852,Interj,oh
40015028008,γυναι,998,Sust/V-Sn-Fn,dona
40015028018,ιαθη,2148,Verbo/A-Pas-Ind-3-Sn,va ser curada
40015029013,αναβας,270,Verbo/A2-Act-Par-N-Sn-Ms,havent pujat
40015030009,χωλους,4814,Adj/Ac-Pl-Ms,coixos
40015030010,τυφλους,4480,Adj/Ac-Pl-Ms,cecs
40015030011,κωφους,2640,Adj/Ac-Pl-Ms,muts
40015030012,κυλλους,2621,Adj/Ac-Pl-Ms,mancs/manxols
40015030014,ετερους,1890,Adj/Ac-Pl-Ms,altres diferents
40015030017,ερριψαν,3902,Verbo/A-Act-Ind-3-Pl,van llançar
40015030021,ποδας,3655,Sust/Ac-Pl-Ms,peus
40015031004,θαυμασαι,2067,Verbo/A-Act-Inf,meravellar/admirar/sorprendre
40015031005,βλεποντας,876,Verbo/Pre-Act-Par-Ac-Pl-Ms,veient/estant veient
40015031007,λαλουντας,2646,Verbo/Pre-Act-Par-Ac-Pl-Ms,parlant
40015031009,υγιεις,4493,Adj/Ac-Pl-Ms,sans/saludables
40015031011,περιπατουντας,3486,Verbo/Pre-Act-Par-Ac-Pl-Ms,caminant/caminant al voltant
40015032009,σπλαγχνιζομαι,4040,Verbo/Pre-MedPasDep-Ind-1-Sn,sento/estic sentint compassió
40015032016,τρεις,4441,Adj/N-Pl-Fn,tres
40015032017,προσμενουσιν,3780,Verbo/Pre-Act-Ind-3-Pl,romanen
40015032023,φαγωσιν,4605,Verbo/A2-Act-Sub-3-Pl,mengin
40015032025,απολυσαι,576,Verbo/A-Act-Inf,despatxar/acomiadar
40015032027,νηστεις,2991,Adj/Ac-Pl-Ms,dejunes
40015032031,εκλυθωσιν,1429,Verbo/A-Pas-Sub-3-Pl,siguin desmaiats/defallits
40015033010,ερημια,1860,Sust/LID-Sn-Fn,(en/amb/per a/a) desert
40015033012,τοσουτοι,4429,Pro-Dem/N-Pl-Ms,tan/tanta/tal quantitat/(igual)
40015033014,χορτασαι,4783,Verbo/A-Act-Inf,satisfer
40015033016,τοσουτον,4429,Pro-Dem/Ac-Sn-Ms,tal quantitat?
40015034006,ποσους,3643,Pro-Int/Ac-Pl-Ms,quants
40015034014,ολιγα,3099,Adj/Ac-Pl-Nt,pocs/breus/petits
40015034015,ιχθυδια,2203,Sust/Ac-Pl-Nt,peixets
40015035005,αναπεσειν,342,Verbo/A2-Act-Inf,recolzar
40015036009,ευχαριστησας,1967,Verbo/A-Act-Par-N-Sn-Ms,havent donat gràcies
40015036010,εκλασεν,2490,Verbo/A-Act-Ind-3-Sn,va partir/trencà
40015036020,οχλω,3246,Sust/LID-Sn-Ms,(en/amb/per a/a) multitud/munió
40015037013,σπυριδας,4051,Sust/Ac-Pl-Fn,cistelles/cistells per a provisions
40015037014,πληρεις,3570,Adj/Ac-Pl-Fn,plenes
40015038005,τετρακισχιλιοι,4388,Adj/N-Pl-Ms,quatre mil
40015039005,ενεβη,1510,Verbo/A2-Act-Ind-3-Sn,va entrar
40015039013,ορια,3179,Sust/Ac-Pl-Nt,regions/territoris
40015039014,μαγδαλα,N343,Sust/Pro-Ind,de Magadan
40016001006,σαδδουκαιοι,3917,Sust/N-Pl-Ms,saduceus
40016001007,πειραζοντες,3429,Verbo/Pre-Act-Par-N-Pl-Ms,provant/(temptant)
40016001014,επιδειξαι,1741,Verbo/A-Act-Inf,haver mostrat
40016002009,ευδια,1907,Sust/N-Sn-Fn,bon temps
40016002010,πυρραζει,3867,Verbo/Pre-Act-Ind-3-Sn,és vermellós
40016003002,πρωι,3824,Adv,d'hora al matí/trenc d'alba
40016003004,χειμων,4756,Sust/N-Sn-Ms,hivern/mal temps/tempestat/(plujós)
40016003007,στυγναζων,4105,Verbo/Pre-Act-Par-N-Sn-Ms,aspecte ombrívol
40016003013,προσωπον,3806,Sust/Ac-Sn-Nt,faç
40016003016,γινωσκετε,962,Verbo/Pre-Act-Ind-2-Pl,sabeu
40016003017,διακρινειν,1102,Verbo/Pre-Act-Inf,distingir
40016003020,σημεια,3951,Sust/Ac-Pl-Nt,senyals
40016003022,καιρων,2240,Sust/GA-Pl-Ms,(de) temps oportuns
40016005009,επελαθοντο,1766,Verbo/A2-MedDep-Ind-3-Pl,van oblidar
40016006011,ζυμης,2008,Sust/GA-Sn-Fn,(de) llevat
40016007003,διελογιζοντο,1110,Verbo/I-MedPasDep-Ind-3-Pl,cavil·laven
40016007010,ελαβομεν,2648,Verbo/A2-Act-Ind-1-Pl,prenem
40016008008,διαλογιζεσθε,1110,Verbo/Pre-MedPasDep-Ind-2-Pl,discuteixen
40016008011,ολιγοπιστοι,3098,Adj/V-Pl-Ms,de poca fe/(confiança)
40016008015,ελαβετε,2648,Verbo/A2-Act-Ind-2-Pl,veu prendre?
40016009004,μνημονευετε,2913,Verbo/Pre-Act-Ind-2-Pl,recorden
40016009009,πεντακισχιλιων,3444,Adj/GA-Pl-Ms,(de) cinc mil
40016009011,ποσους,3643,Pro-Int/Ac-Pl-Ms,quantes
40016010001,ουδε,3215,,ni
40016010006,τετρακισχιλιων,4388,Adj/GA-Pl-Ms,(de) quatre mil
40016010008,ποσας,3643,Pro-Int/Ac-Pl-Fn,quantes
40016011007,αρτου,669,Sust/GA-Sn-Ms,(de) pa
40016011008,ειπον,2663,Verbo/A2-Act-Ind-1-Sn,vaig dir
40016011010,προσεχειν,3759,Verbo/Pre-Act-Inf,estar tenint cautela
40016012002,συνηκαν,4256,Verbo/A-Act-Ind-3-Pl,van comprendre
40016012015,διδαχης,1172,Sust/GA-Sn-Fn,(d’) ensenyament
40016013008,καισαρειας,N282,Sust/GA-Sn-Fn,(de) Cesarea
40016013011,ηρωτα,1875,Verbo/I-Act-Ind-3-Sn,estava preguntant
40016013021,ειναι,1349,Verbo/Pre-Act-Inf,ser/estar
40016013025,ανθρωπου,408,Sust/GA-Sn-Ms,(d’) home?
40016014008,βαπτιστην,819,Sust/Ac-Sn-Ms,Baptista/(el) submergidor
40016014009,αλλοι,211,Adj/N-Pl-Ms,altres
40016014011,ηλιαν,N202,Sust/Ac-Sn-Ms,Elies
40016014012,ετεροι,1890,Adj/N-Pl-Ms,altres diferents
40016014014,ιερεμιαν,N230,Sust/Ac-Sn-Ms,Jeremies
40016015008,ειναι,1349,Verbo/Pre-Act-Inf,ser?
40016016015,ζωντος,1991,Verbo/Pre-Act-Par-GA-Sn-Ms,(de) vivint
40016017009,σιμων,3966,Sust/V-Sn-Ms,Simó
40016017010,βαριωνα,N89,Sust/Pro-Ind,Bar-Jonàs
40016017012,σαρξ,3933,Sust/N-Sn-Fn,carn
40016017014,αιμα,108,Sust/N-Sn-Nt,sang
40016017016,απεκαλυψεν,551,Verbo/A-Act-Ind-3-Sn,va revelar/va destapar
40016018013,πετρα,3514,Sust/LID-Sn-Fn,(en/amb/per a/a) penya de roques
40016018014,οικοδομησω,3075,Verbo/F-Act-Ind-1-Sn,construiré
40016018017,εκκλησιαν,1416,Sust/Ac-Sn-Fn,església/assemblea
40016018019,πυλαι,3857,Sust/N-Pl-Fn,portes
40016018020,αδου,74,Sust/GA-Sn-Ms,(d') hades/del regne o lloc dels morts
40016018022,κατισχυσουσιν,2420,Verbo/F-Act-Ind-3-Pl,exerciran força cap avall/prevaldran
40016019005,κλεις,2491,Sust/Ac-Pl-Fn,claus
40016019013,δησης,1062,Verbo/A-Act-Sub-2-Sn,lligues
40016019018,δεδεμενον,1062,Verbo/Per-Pas-Par-N-Sn-Nt,ha estat lligada/embolicada
40016019025,λυσης,2731,Verbo/A-Act-Sub-2-Sn,deslliuraments
40016019030,λελυμενον,2731,Verbo/Per-Pas-Par-N-Sn-Nt,ha estat deslligada
40016020002,διεστειλατο,1141,Verbo/A-Med-Ind-3-Sn,va donar ordre
40016021006,δεικνυειν,1021,Verbo/Pre-Act-Inf,mostrar
40016021011,δει,1018,Verbo/Pre-Act-Ind-3-Sn,és/està sent necessari
40016021018,παθειν,3407,Verbo/A2-Act-Inf,patir/sofrir
40016021021,πρεσβυτερων,3671,Adj/GA-Pl-Ms-Comp,ancians/preveres
40016021023,αρχιερεων,676,Sust/GA-Pl-Ms,(de) caps o governants de sacerdots
40016021027,αποκτανθηναι,565,Verbo/A-Pas-Inf,ser matat
40016021030,τριτη,4457,Adj/LID-Sn-Fn,(en/amb/per a/a) tercer
40016021032,εγερθηναι,1298,Verbo/A-Pas-Inf,ser aixecat
40016022002,προσλαβομενος,3778,Verbo/A2-Med-Par-N-Sn-Ms,prenent/havent pres cap a
40016022007,επιτιμαν,1825,Verbo/Pre-Act-Inf,donar reprensió
40016022010,ιλεως,2179,Adj/N-Sn-Ms-Atico,siguis misericordiós
40016023003,στραφεις,4099,Verbo/A2-Pas-Par-N-Sn-Ms,tornant-se/havent estat tornat
40016023006,πετρω,N421,Sust/LID-Sn-Ms,(en/amb/per a/a) Pere
40016023011,σκανδαλον,3977,Sust/N-Sn-Nt,causa o motiu d'escàndol
40016023016,φρονεις,4694,Verbo/Pre-Act-Ind-2-Sn,estàs estimant/amant/semblant/pensant
40016024010,θελει,2080,Verbo/Pre-Act-Ind-3-Sn,vol/desitja
40016024014,απαρνησασθω,487,Verbo/A-MedDep-M-3-Sn,renunciï
40016024015,εαυτον,1287,Pro-Ref/3-Ac-Sn-Ms,si mateix
40016024017,αρατω,119,Verbo/A-Act-Imp-3-Sn,aixequi/alci
40016024022,ακολουθειτω,162,Verbo/Pre-Act-Imp-3-Sn,segueixi
40016025004,θελη,2080,Verbo/Pre-Act-Sub-3-Sn,vulgui/preferisca
40016025008,σωσαι,4311,Verbo/A-Act-Inf,lliurar
40016026003,ωφελειται,4873,Verbo/Pre-Pas-Ind-3-Sn,és/està sent beneficiat
40016026007,κοσμον,2566,Sust/Ac-Sn-Ms,món
40016026008,ολον,3109,Adj/Ac-Sn-Ms,sencer/tot/complet
40016026009,κερδηση,2460,Verbo/A-Act-Sub-3-Sn,guanyi
40016026014,ζημιωθη,2001,Verbo/A-Pas-Sub-3-Sn,sigui perduda?
